地區,政黨,號次,得票數,得票率
臺北市大安區大學里,中國國民黨,5,2564,50.10%
臺北市大安區大學里,新黨,6,284,5.55%
臺北市大安區大學里,健保免費連線,7,28,0.54%
臺北市大安區大學里,綠黨,8,217,4.24%
臺北市大安區大學里,親民黨,9,307,5.99%
臺北市大安區大學里,中華民國臺灣基本法連線,10,7,0.13%
臺北市大安區大學里,台灣主義黨,11,2,0.03%
臺北市大安區芳和里,台灣國民會議,1,20,0.53%
臺北市大安區芳和里,人民最大黨,2,13,0.34%
臺北市大安區芳和里,民主進步黨,3,964,25.65%
臺北市大安區芳和里,台灣團結聯盟,4,245,6.52%
臺北市大安區芳和里,中國國民黨,5,1954,52.00%
臺北市大安區芳和里,新黨,6,188,5.00%
臺北市大安區芳和里,健保免費連線,7,37,0.98%
臺北市大安區芳和里,綠黨,8,107,2.84%
臺北市大安區芳和里,親民黨,9,218,5.80%
臺北市大安區芳和里,中華民國臺灣基本法連線,10,6,0.15%
臺北市大安區芳和里,台灣主義黨,11,5,0.13%
臺北市大安區黎元里,台灣國民會議,1,26,0.73%
臺北市大安區黎元里,人民最大黨,2,7,0.19%
臺北市大安區黎元里,民主進步黨,3,992,27.95%
臺北市大安區黎元里,台灣團結聯盟,4,276,7.77%
臺北市大安區黎元里,中國國民黨,5,1749,49.29%
臺北市大安區黎元里,新黨,6,145,4.08%
臺北市大安區黎元里,健保免費連線,7,38,1.07%
臺北市大安區黎元里,綠黨,8,114,3.21%
臺北市大安區黎元里,親民黨,9,186,5.24%
臺北市大安區黎元里,中華民國臺灣基本法連線,10,4,0.11%
臺北市大安區黎元里,台灣主義黨,11,11,0.31%
臺北市大安區黎孝里,台灣國民會議,1,34,0.68%
臺北市大安區黎孝里,人民最大黨,2,20,0.40%
臺北市大安區黎孝里,民主進步黨,3,1217,24.41%
臺北市大安區黎孝里,台灣團結聯盟,4,384,7.70%
臺北市大安區黎孝里,中國國民黨,5,2580,51.75%
臺北市大安區黎孝里,新黨,6,208,4.17%
臺北市大安區黎孝里,健保免費連線,7,28,0.56%
臺北市大安區黎孝里,綠黨,8,173,3.47%
臺北市大安區黎孝里,親民黨,9,330,6.61%
臺北市大安區黎孝里,中華民國臺灣基本法連線,10,4,0.08%
臺北市大安區黎孝里,台灣主義黨,11,7,0.14%
臺北市大安區黎和里,台灣國民會議,1,29,0.95%
臺北市大安區黎和里,人民最大黨,2,9,0.29%
臺北市大安區黎和里,民主進步黨,3,709,23.29%
臺北市大安區黎和里,台灣團結聯盟,4,167,5.48%
臺北市大安區黎和里,中國國民黨,5,1661,54.58%
臺北市大安區黎和里,新黨,6,155,5.09%
臺北市大安區黎和里,健保免費連線,7,21,0.69%
臺北市大安區黎和里,綠黨,8,100,3.28%
臺北市大安區黎和里,親民黨,9,185,6.07%
臺北市大安區黎和里,中華民國臺灣基本法連線,10,3,0.09%
臺北市大安區黎和里,台灣主義黨,11,4,0.13%
臺北市大安區建安里,台灣國民會議,1,26,0.84%
臺北市大安區建安里,人民最大黨,2,6,0.19%
臺北市大安區建安里,民主進步黨,3,698,22.59%
臺北市大安區建安里,台灣團結聯盟,4,239,7.73%
臺北市大安區建安里,中國國民黨,5,1618,52.37%
臺北市大安區建安里,新黨,6,183,5.92%
臺北市大安區建安里,健保免費連線,7,14,0.45%
臺北市大安區建安里,綠黨,8,98,3.17%
臺北市大安區建安里,親民黨,9,199,6.44%
臺北市大安區建安里,中華民國臺灣基本法連線,10,7,0.22%
臺北市大安區建安里,台灣主義黨,11,1,0.03%
臺北市大安區建倫里,台灣國民會議,1,30,0.80%
臺北市大安區建倫里,人民最大黨,2,6,0.16%
臺北市大安區建倫里,民主進步黨,3,903,24.21%
臺北市大安區建倫里,台灣團結聯盟,4,285,7.64%
臺北市大安區建倫里,中國國民黨,5,1942,52.07%
臺北市大安區建倫里,新黨,6,234,6.27%
臺北市大安區建倫里,健保免費連線,7,13,0.34%
臺北市大安區建倫里,綠黨,8,93,2.49%
臺北市大安區建倫里,親民黨,9,218,5.84%
臺北市大安區建倫里,中華民國臺灣基本法連線,10,0,0.00%
臺北市大安區建倫里,台灣主義黨,11,5,0.13%
臺北市大安區敦安里,台灣國民會議,1,40,1.06%
臺北市大安區敦安里,人民最大黨,2,6,0.16%
臺北市大安區敦安里,民主進步黨,3,1042,27.83%
臺北市大安區敦安里,台灣團結聯盟,4,304,8.12%
臺北市大安區敦安里,中國國民黨,5,1834,48.99%
臺北市大安區敦安里,新黨,6,177,4.72%
臺北市大安區敦安里,健保免費連線,7,17,0.45%
臺北市大安區敦安里,綠黨,8,99,2.64%
臺北市大安區敦安里,親民黨,9,223,5.95%
臺北市大安區敦安里,中華民國臺灣基本法連線,10,0,0.00%
臺北市大安區敦安里,台灣主義黨,11,1,0.02%
臺北市大安區正聲里,台灣國民會議,1,27,0.91%
臺北市大安區正聲里,人民最大黨,2,2,0.06%
臺北市大安區正聲里,民主進步黨,3,644,21.70%
臺北市大安區正聲里,台灣團結聯盟,4,244,8.22%
臺北市大安區正聲里,中國國民黨,5,1521,51.26%
臺北市大安區正聲里,新黨,6,220,7.41%
臺北市大安區正聲里,健保免費連線,7,20,0.67%
臺北市大安區正聲里,綠黨,8,121,4.07%
臺北市大安區正聲里,親民黨,9,164,5.52%
臺北市大安區正聲里,中華民國臺灣基本法連線,10,2,0.06%
臺北市大安區正聲里,台灣主義黨,11,2,0.06%
臺北市大安區敦煌里,台灣國民會議,1,33,0.89%
臺北市大安區敦煌里,人民最大黨,2,6,0.16%
臺北市大安區敦煌里,民主進步黨,3,986,26.60%
臺北市大安區敦煌里,台灣團結聯盟,4,272,7.33%
臺北市大安區敦煌里,中國國民黨,5,1853,50.00%
臺北市大安區敦煌里,新黨,6,196,5.28%
臺北市大安區敦煌里,健保免費連線,7,17,0.45%
臺北市大安區敦煌里,綠黨,8,127,3.42%
臺北市大安區敦煌里,親民黨,9,208,5.61%
臺北市大安區敦煌里,中華民國臺灣基本法連線,10,5,0.13%
臺北市大安區敦煌里,台灣主義黨,11,3,0.08%
臺北市大安區華聲里,台灣國民會議,1,17,0.63%
臺北市大安區華聲里,人民最大黨,2,4,0.14%
臺北市大安區華聲里,民主進步黨,3,692,25.64%
臺北市大安區華聲里,台灣團結聯盟,4,209,7.74%
臺北市大安區華聲里,中國國民黨,5,1364,50.55%
臺北市大安區華聲里,新黨,6,146,5.41%
臺北市大安區華聲里,健保免費連線,7,12,0.44%
臺北市大安區華聲里,綠黨,8,100,3.70%
臺北市大安區華聲里,親民黨,9,150,5.55%
臺北市大安區華聲里,中華民國臺灣基本法連線,10,1,0.03%
臺北市大安區華聲里,台灣主義黨,11,3,0.11%
臺北市大安區車層里,台灣國民會議,1,18,0.45%
臺北市大安區車層里,人民最大黨,2,5,0.12%
臺北市大安區車層里,民主進步黨,3,1091,27.72%
臺北市大安區車層里,台灣團結聯盟,4,329,8.36%
臺北市大安區車層里,中國國民黨,5,1968,50.01%
臺北市大安區車層里,新黨,6,177,4.49%
臺北市大安區車層里,健保免費連線,7,12,0.30%
臺北市大安區車層里,綠黨,8,120,3.04%
臺北市大安區車層里,親民黨,9,212,5.38%
臺北市大安區車層里,中華民國臺灣基本法連線,10,2,0.05%
臺北市大安區車層里,台灣主義黨,11,1,0.02%
臺北市大安區光信里,台灣國民會議,1,33,0.66%
臺北市大安區光信里,人民最大黨,2,9,0.18%
臺北市大安區光信里,民主進步黨,3,1262,25.61%
臺北市大安區光信里,台灣團結聯盟,4,352,7.14%
臺北市大安區光信里,中國國民黨,5,2524,51.23%
臺北市大安區光信里,新黨,6,261,5.29%
臺北市大安區光信里,健保免費連線,7,25,0.50%
臺北市大安區光信里,綠黨,8,156,3.16%
臺北市大安區光信里,親民黨,9,292,5.92%
臺北市大安區光信里,中華民國臺灣基本法連線,10,6,0.12%
臺北市大安區光信里,台灣主義黨,11,6,0.12%
臺北市大安區學府里,台灣國民會議,1,16,0.82%
臺北市大安區學府里,人民最大黨,2,11,0.56%
臺北市大安區學府里,民主進步黨,3,407,21.05%
臺北市大安區學府里,台灣團結聯盟,4,134,6.93%
臺北市大安區學府里,中國國民黨,5,1052,54.42%
臺北市大安區學府里,新黨,6,107,5.53%
臺北市大安區學府里,健保免費連線,7,11,0.56%
臺北市大安區學府里,綠黨,8,54,2.79%
臺北市大安區學府里,親民黨,9,137,7.08%
臺北市大安區學府里,中華民國臺灣基本法連線,10,1,0.05%
臺北市大安區學府里,台灣主義黨,11,3,0.15%
臺北市信義區西村里,台灣國民會議,1,20,0.63%
臺北市信義區西村里,人民最大黨,2,3,0.09%
臺北市信義區西村里,民主進步黨,3,466,14.82%
臺北市信義區西村里,台灣團結聯盟,4,127,4.03%
臺北市信義區西村里,中國國民黨,5,1904,60.55%
臺北市信義區西村里,新黨,6,300,9.54%
臺北市信義區西村里,健保免費連線,7,16,0.50%
臺北市信義區西村里,綠黨,8,98,3.11%
臺北市信義區西村里,親民黨,9,204,6.48%
臺北市信義區西村里,中華民國臺灣基本法連線,10,2,0.06%
臺北市信義區西村里,台灣主義黨,11,4,0.12%
臺北市信義區正和里,台灣國民會議,1,18,0.60%
臺北市信義區正和里,人民最大黨,2,3,0.10%
臺北市信義區正和里,民主進步黨,3,620,20.91%
臺北市信義區正和里,台灣團結聯盟,4,196,6.61%
臺北市信義區正和里,中國國民黨,5,1622,54.70%
臺北市信義區正和里,新黨,6,206,6.94%
臺北市信義區正和里,健保免費連線,7,13,0.43%
臺北市信義區正和里,綠黨,8,113,3.81%
臺北市信義區正和里,親民黨,9,171,5.76%
臺北市信義區正和里,中華民國臺灣基本法連線,10,2,0.06%
臺北市信義區正和里,台灣主義黨,11,1,0.03%
臺北市信義區興隆里,台灣國民會議,1,22,1.23%
臺北市信義區興隆里,人民最大黨,2,7,0.39%
臺北市信義區興隆里,民主進步黨,3,432,24.16%
臺北市信義區興隆里,台灣團結聯盟,4,108,6.04%
臺北市信義區興隆里,中國國民黨,5,911,50.95%
臺北市信義區興隆里,新黨,6,118,6.59%
臺北市信義區興隆里,健保免費連線,7,9,0.50%
臺北市信義區興隆里,綠黨,8,52,2.90%
臺北市信義區興隆里,親民黨,9,128,7.15%
臺北市信義區興隆里,中華民國臺灣基本法連線,10,1,0.05%
臺北市信義區興隆里,台灣主義黨,11,0,0.00%
臺北市信義區中興里,台灣國民會議,1,10,0.49%
臺北市信義區中興里,人民最大黨,2,3,0.14%
臺北市信義區中興里,民主進步黨,3,534,26.63%
臺北市信義區中興里,台灣團結聯盟,4,141,7.03%
臺北市信義區中興里,中國國民黨,5,1022,50.97%
臺北市信義區中興里,新黨,6,122,6.08%
臺北市信義區中興里,健保免費連線,7,7,0.34%
臺北市信義區中興里,綠黨,8,49,2.44%
臺北市信義區中興里,親民黨,9,115,5.73%
臺北市信義區中興里,中華民國臺灣基本法連線,10,1,0.04%
臺北市信義區中興里,台灣主義黨,11,1,0.04%
臺北市信義區新仁里,台灣國民會議,1,22,1.00%
臺北市信義區新仁里,人民最大黨,2,4,0.18%
臺北市信義區新仁里,民主進步黨,3,450,20.46%
臺北市信義區新仁里,台灣團結聯盟,4,143,6.50%
臺北市信義區新仁里,中國國民黨,5,1198,54.47%
臺北市信義區新仁里,新黨,6,109,4.95%
臺北市信義區新仁里,健保免費連線,7,11,0.50%
臺北市信義區新仁里,綠黨,8,109,4.95%
臺北市信義區新仁里,親民黨,9,151,6.86%
臺北市信義區新仁里,中華民國臺灣基本法連線,10,0,0.00%
臺北市信義區新仁里,台灣主義黨,11,2,0.09%
臺北市信義區興雅里,台灣國民會議,1,34,0.92%
臺北市信義區興雅里,人民最大黨,2,12,0.32%
臺北市信義區興雅里,民主進步黨,3,931,25.35%
臺北市信義區興雅里,台灣團結聯盟,4,528,14.37%
臺北市信義區興雅里,中國國民黨,5,1637,44.58%
臺北市信義區興雅里,新黨,6,172,4.68%
臺北市信義區興雅里,健保免費連線,7,25,0.68%
臺北市信義區興雅里,綠黨,8,109,2.96%
臺北市信義區興雅里,親民黨,9,219,5.96%
臺北市信義區興雅里,中華民國臺灣基本法連線,10,3,0.08%
臺北市信義區興雅里,台灣主義黨,11,2,0.05%
臺北市信義區敦厚里,台灣國民會議,1,20,0.61%
臺北市信義區敦厚里,人民最大黨,2,11,0.33%
臺北市信義區敦厚里,民主進步黨,3,933,28.79%
臺北市信義區敦厚里,台灣團結聯盟,4,238,7.34%
臺北市信義區敦厚里,中國國民黨,5,1560,48.14%
臺北市信義區敦厚里,新黨,6,131,4.04%
臺北市信義區敦厚里,健保免費連線,7,13,0.40%
臺北市信義區敦厚里,綠黨,8,117,3.61%
臺北市信義區敦厚里,親民黨,9,210,6.48%
臺北市信義區敦厚里,中華民國臺灣基本法連線,10,2,0.06%
臺北市信義區敦厚里,台灣主義黨,11,5,0.15%
臺北市信義區廣居里,台灣國民會議,1,33,0.67%
臺北市信義區廣居里,人民最大黨,2,10,0.20%
臺北市信義區廣居里,民主進步黨,3,1216,24.85%
臺北市信義區廣居里,台灣團結聯盟,4,361,7.37%
臺北市信義區廣居里,中國國民黨,5,2522,51.54%
臺北市信義區廣居里,新黨,6,283,5.78%
臺北市信義區廣居里,健保免費連線,7,33,0.67%
臺北市信義區廣居里,綠黨,8,145,2.96%
臺北市信義區廣居里,親民黨,9,283,5.78%
臺北市信義區廣居里,中華民國臺灣基本法連線,10,2,0.04%
臺北市信義區廣居里,台灣主義黨,11,5,0.10%
臺北市信義區安康里,台灣國民會議,1,50,0.82%
臺北市信義區安康里,人民最大黨,2,16,0.26%
臺北市信義區安康里,民主進步黨,3,1629,26.92%
臺北市信義區安康里,台灣團結聯盟,4,415,6.85%
臺北市信義區安康里,中國國民黨,5,3077,50.85%
臺北市信義區安康里,新黨,6,281,4.64%
臺北市信義區安康里,健保免費連線,7,33,0.54%
臺北市信義區安康里,綠黨,8,183,3.02%
臺北市信義區安康里,親民黨,9,359,5.93%
臺北市信義區安康里,中華民國臺灣基本法連線,10,4,0.06%
臺北市信義區安康里,台灣主義黨,11,4,0.06%
臺北市信義區六藝里,台灣國民會議,1,19,0.79%
臺北市信義區六藝里,人民最大黨,2,9,0.37%
臺北市信義區六藝里,民主進步黨,3,852,35.73%
臺北市信義區六藝里,台灣團結聯盟,4,178,7.46%
臺北市信義區六藝里,中國國民黨,5,1048,43.95%
臺北市信義區六藝里,新黨,6,75,3.14%
臺北市信義區六藝里,健保免費連線,7,20,0.83%
臺北市信義區六藝里,綠黨,8,67,2.81%
臺北市信義區六藝里,親民黨,9,111,4.65%
臺北市信義區六藝里,中華民國臺灣基本法連線,10,2,0.08%
臺北市信義區六藝里,台灣主義黨,11,3,0.12%
臺北市信義區雅祥里,台灣國民會議,1,18,0.59%
臺北市信義區雅祥里,人民最大黨,2,6,0.19%
臺北市信義區雅祥里,民主進步黨,3,995,32.66%
臺北市信義區雅祥里,台灣團結聯盟,4,272,8.92%
臺北市信義區雅祥里,中國國民黨,5,1383,45.40%
臺北市信義區雅祥里,新黨,6,84,2.75%
臺北市信義區雅祥里,健保免費連線,7,19,0.62%
臺北市信義區雅祥里,綠黨,8,91,2.98%
臺北市信義區雅祥里,親民黨,9,172,5.64%
臺北市信義區雅祥里,中華民國臺灣基本法連線,10,2,0.06%
臺北市信義區雅祥里,台灣主義黨,11,4,0.13%
臺北市信義區五常里,台灣國民會議,1,15,0.62%
臺北市信義區五常里,人民最大黨,2,15,0.62%
臺北市信義區五常里,民主進步黨,3,741,31.08%
臺北市信義區五常里,台灣團結聯盟,4,185,7.76%
臺北市信義區五常里,中國國民黨,5,1136,47.65%
臺北市信義區五常里,新黨,6,71,2.97%
臺北市信義區五常里,健保免費連線,7,20,0.83%
臺北市信義區五常里,綠黨,8,67,2.81%
臺北市信義區五常里,親民黨,9,132,5.53%
臺北市信義區五常里,中華民國臺灣基本法連線,10,0,0.00%
臺北市信義區五常里,台灣主義黨,11,2,0.08%
臺北市信義區五全里,台灣國民會議,1,26,0.77%
臺北市信義區五全里,人民最大黨,2,12,0.35%
臺北市信義區五全里,民主進步黨,3,1174,35.16%
臺北市信義區五全里,台灣團結聯盟,4,275,8.23%
臺北市信義區五全里,中國國民黨,5,1478,44.26%
臺北市信義區五全里,新黨,6,83,2.48%
臺北市信義區五全里,健保免費連線,7,21,0.62%
臺北市信義區五全里,綠黨,8,88,2.63%
臺北市信義區五全里,親民黨,9,173,5.18%
臺北市信義區五全里,中華民國臺灣基本法連線,10,4,0.11%
臺北市信義區五全里,台灣主義黨,11,5,0.14%
臺北市信義區永吉里,台灣國民會議,1,18,0.67%
臺北市信義區永吉里,人民最大黨,2,11,0.41%
臺北市信義區永吉里,民主進步黨,3,1155,43.33%
臺北市信義區永吉里,台灣團結聯盟,4,220,8.25%
臺北市信義區永吉里,中國國民黨,5,1009,37.86%
臺北市信義區永吉里,新黨,6,58,2.17%
臺北市信義區永吉里,健保免費連線,7,19,0.71%
臺北市信義區永吉里,綠黨,8,54,2.02%
臺北市信義區永吉里,親民黨,9,108,4.05%
臺北市信義區永吉里,中華民國臺灣基本法連線,10,7,0.26%
臺北市信義區永吉里,台灣主義黨,11,6,0.22%
臺北市信義區長春里,台灣國民會議,1,30,1.09%
臺北市信義區長春里,人民最大黨,2,13,0.47%
臺北市信義區長春里,民主進步黨,3,914,33.28%
臺北市信義區長春里,台灣團結聯盟,4,233,8.48%
臺北市信義區長春里,中國國民黨,5,1217,44.31%
臺北市信義區長春里,新黨,6,82,2.98%
臺北市信義區長春里,健保免費連線,7,27,0.98%
臺北市信義區長春里,綠黨,8,57,2.07%
臺北市信義區長春里,親民黨,9,167,6.08%
臺北市信義區長春里,中華民國臺灣基本法連線,10,3,0.10%
臺北市信義區長春里,台灣主義黨,11,3,0.10%
臺北市信義區四育里,台灣國民會議,1,28,0.75%
臺北市信義區四育里,人民最大黨,2,17,0.45%
臺北市信義區四育里,民主進步黨,3,1201,32.45%
臺北市信義區四育里,台灣團結聯盟,4,374,10.10%
臺北市信義區四育里,中國國民黨,5,1636,44.20%
臺北市信義區四育里,新黨,6,87,2.35%
臺北市信義區四育里,健保免費連線,7,30,0.81%
臺北市信義區四育里,綠黨,8,101,2.72%
臺北市信義區四育里,親民黨,9,209,5.64%
臺北市信義區四育里,中華民國臺灣基本法連線,10,4,0.10%
臺北市信義區四育里,台灣主義黨,11,14,0.37%
臺北市信義區四維里,台灣國民會議,1,26,0.75%
臺北市信義區四維里,人民最大黨,2,12,0.34%
臺北市信義區四維里,民主進步黨,3,953,27.71%
臺北市信義區四維里,台灣團結聯盟,4,237,6.89%
臺北市信義區四維里,中國國民黨,5,1760,51.19%
臺北市信義區四維里,新黨,6,116,3.37%
臺北市信義區四維里,健保免費連線,7,19,0.55%
臺北市信義區四維里,綠黨,8,100,2.90%
臺北市信義區四維里,親民黨,9,201,5.84%
臺北市信義區四維里,中華民國臺灣基本法連線,10,4,0.11%
臺北市信義區四維里,台灣主義黨,11,10,0.29%
臺北市信義區永春里,台灣國民會議,1,34,1.05%
臺北市信義區永春里,人民最大黨,2,15,0.46%
臺北市信義區永春里,民主進步黨,3,1054,32.82%
臺北市信義區永春里,台灣團結聯盟,4,278,8.65%
臺北市信義區永春里,中國國民黨,5,1463,45.56%
臺北市信義區永春里,新黨,6,108,3.36%
臺北市信義區永春里,健保免費連線,7,30,0.93%
臺北市信義區永春里,綠黨,8,88,2.74%
臺北市信義區永春里,親民黨,9,135,4.20%
臺北市信義區永春里,中華民國臺灣基本法連線,10,0,0.00%
臺北市信義區永春里,台灣主義黨,11,6,0.18%
臺北市信義區富台里,台灣國民會議,1,30,1.09%
臺北市信義區富台里,人民最大黨,2,5,0.18%
臺北市信義區富台里,民主進步黨,3,576,21.04%
臺北市信義區富台里,台灣團結聯盟,4,116,4.23%
臺北市信義區富台里,中國國民黨,5,1572,57.43%
臺北市信義區富台里,新黨,6,144,5.26%
臺北市信義區富台里,健保免費連線,7,13,0.47%
臺北市信義區富台里,綠黨,8,79,2.88%
臺北市信義區富台里,親民黨,9,198,7.23%
臺北市信義區富台里,中華民國臺灣基本法連線,10,3,0.10%
臺北市信義區富台里,台灣主義黨,11,1,0.03%
臺北市信義區國業里,台灣國民會議,1,28,0.60%
臺北市信義區國業里,人民最大黨,2,11,0.23%
臺北市信義區國業里,民主進步黨,3,1216,26.11%
臺北市信義區國業里,台灣團結聯盟,4,351,7.53%
臺北市信義區國業里,中國國民黨,5,2384,51.19%
臺北市信義區國業里,新黨,6,214,4.59%
臺北市信義區國業里,健保免費連線,7,23,0.49%
臺北市信義區國業里,綠黨,8,138,2.96%
臺北市信義區國業里,親民黨,9,282,6.05%
臺北市信義區國業里,中華民國臺灣基本法連線,10,2,0.04%
臺北市信義區國業里,台灣主義黨,11,8,0.17%
臺北市信義區松隆里,台灣國民會議,1,17,1.19%
臺北市信義區松隆里,人民最大黨,2,8,0.56%
臺北市信義區松隆里,民主進步黨,3,415,29.10%
臺北市信義區松隆里,台灣團結聯盟,4,117,8.20%
臺北市信義區松隆里,中國國民黨,5,651,45.65%
臺北市信義區松隆里,新黨,6,78,5.46%
臺北市信義區松隆里,健保免費連線,7,17,1.19%
臺北市信義區松隆里,綠黨,8,33,2.31%
臺北市信義區松隆里,親民黨,9,85,5.96%
臺北市信義區松隆里,中華民國臺灣基本法連線,10,2,0.14%
臺北市信義區松隆里,台灣主義黨,11,3,0.21%
臺北市信義區松友里,台灣國民會議,1,29,0.68%
臺北市信義區松友里,人民最大黨,2,16,0.37%
臺北市信義區松友里,民主進步黨,3,1126,26.65%
臺北市信義區松友里,台灣團結聯盟,4,307,7.26%
臺北市信義區松友里,中國國民黨,5,2210,52.32%
臺北市信義區松友里,新黨,6,176,4.16%
臺北市信義區松友里,健保免費連線,7,24,0.56%
臺北市信義區松友里,綠黨,8,123,2.91%
臺北市信義區松友里,親民黨,9,205,4.85%
臺北市信義區松友里,中華民國臺灣基本法連線,10,3,0.07%
臺北市信義區松友里,台灣主義黨,11,5,0.11%
臺北市信義區松光里,台灣國民會議,1,17,0.52%
臺北市信義區松光里,人民最大黨,2,12,0.37%
臺北市信義區松光里,民主進步黨,3,987,30.43%
臺北市信義區松光里,台灣團結聯盟,4,310,9.55%
臺北市信義區松光里,中國國民黨,5,1503,46.34%
臺北市信義區松光里,新黨,6,119,3.66%
臺北市信義區松光里,健保免費連線,7,24,0.74%
臺北市信義區松光里,綠黨,8,76,2.34%
臺北市信義區松光里,親民黨,9,187,5.76%
臺北市信義區松光里,中華民國臺灣基本法連線,10,2,0.06%
臺北市信義區松光里,台灣主義黨,11,6,0.18%
臺北市信義區中坡里,台灣國民會議,1,22,0.73%
臺北市信義區中坡里,人民最大黨,2,13,0.43%
臺北市信義區中坡里,民主進步黨,3,862,28.60%
臺北市信義區中坡里,台灣團結聯盟,4,256,8.49%
臺北市信義區中坡里,中國國民黨,5,1464,48.58%
臺北市信義區中坡里,新黨,6,101,3.35%
臺北市信義區中坡里,健保免費連線,7,10,0.33%
臺北市信義區中坡里,綠黨,8,114,3.78%
臺北市信義區中坡里,親民黨,9,159,5.27%
臺北市信義區中坡里,中華民國臺灣基本法連線,10,9,0.29%
臺北市信義區中坡里,台灣主義黨,11,3,0.09%
臺北市信義區中行里,台灣國民會議,1,34,0.66%
臺北市信義區中行里,人民最大黨,2,15,0.29%
臺北市信義區中行里,民主進步黨,3,1646,32.06%
臺北市信義區中行里,台灣團結聯盟,4,474,9.23%
臺北市信義區中行里,中國國民黨,5,2342,45.62%
臺北市信義區中行里,新黨,6,157,3.05%
臺北市信義區中行里,健保免費連線,7,45,0.87%
臺北市信義區中行里,綠黨,8,136,2.64%
臺北市信義區中行里,親民黨,9,271,5.27%
臺北市信義區中行里,中華民國臺灣基本法連線,10,7,0.13%
臺北市信義區中行里,台灣主義黨,11,6,0.11%
臺北市信義區大道里,台灣國民會議,1,36,0.85%
臺北市信義區大道里,人民最大黨,2,11,0.26%
臺北市信義區大道里,民主進步黨,3,1329,31.74%
臺北市信義區大道里,台灣團結聯盟,4,390,9.31%
臺北市信義區大道里,中國國民黨,5,1933,46.16%
臺北市信義區大道里,新黨,6,114,2.72%
臺北市信義區大道里,健保免費連線,7,20,0.47%
臺北市信義區大道里,綠黨,8,127,3.03%
臺北市信義區大道里,親民黨,9,217,5.18%
臺北市信義區大道里,中華民國臺灣基本法連線,10,4,0.09%
臺北市信義區大道里,台灣主義黨,11,6,0.14%
臺北市信義區大仁里,台灣國民會議,1,16,0.59%
臺北市信義區大仁里,人民最大黨,2,9,0.33%
臺北市信義區大仁里,民主進步黨,3,850,31.59%
臺北市信義區大仁里,台灣團結聯盟,4,227,8.43%
臺北市信義區大仁里,中國國民黨,5,1266,47.06%
臺北市信義區大仁里,新黨,6,85,3.15%
臺北市信義區大仁里,健保免費連線,7,23,0.85%
臺北市信義區大仁里,綠黨,8,68,2.52%
臺北市信義區大仁里,親民黨,9,132,4.90%
臺北市信義區大仁里,中華民國臺灣基本法連線,10,5,0.18%
臺北市信義區大仁里,台灣主義黨,11,9,0.33%
臺北市信義區景新里,台灣國民會議,1,23,0.71%
臺北市信義區景新里,人民最大黨,2,18,0.55%
臺北市信義區景新里,民主進步黨,3,760,23.51%
臺北市信義區景新里,台灣團結聯盟,4,223,6.89%
臺北市信義區景新里,中國國民黨,5,1735,53.68%
臺北市信義區景新里,新黨,6,175,5.41%
臺北市信義區景新里,健保免費連線,7,14,0.43%
臺北市信義區景新里,綠黨,8,100,3.09%
臺北市信義區景新里,親民黨,9,178,5.50%
臺北市信義區景新里,中華民國臺灣基本法連線,10,2,0.06%
臺北市信義區景新里,台灣主義黨,11,4,0.12%
臺北市信義區惠安里,台灣國民會議,1,27,0.62%
臺北市信義區惠安里,人民最大黨,2,19,0.44%
臺北市信義區惠安里,民主進步黨,3,977,22.77%
臺北市信義區惠安里,台灣團結聯盟,4,295,6.87%
臺北市信義區惠安里,中國國民黨,5,2335,54.44%
臺北市信義區惠安里,新黨,6,201,4.68%
臺北市信義區惠安里,健保免費連線,7,15,0.34%
臺北市信義區惠安里,綠黨,8,130,3.03%
臺北市信義區惠安里,親民黨,9,281,6.55%
臺北市信義區惠安里,中華民國臺灣基本法連線,10,3,0.06%
臺北市信義區惠安里,台灣主義黨,11,6,0.13%
臺北市信義區三張里,台灣國民會議,1,42,0.71%
臺北市信義區三張里,人民最大黨,2,18,0.30%
臺北市信義區三張里,民主進步黨,3,1422,24.21%
臺北市信義區三張里,台灣團結聯盟,4,404,6.87%
臺北市信義區三張里,中國國民黨,5,3025,51.50%
臺北市信義區三張里,新黨,6,361,6.14%
臺北市信義區三張里,健保免費連線,7,38,0.64%
臺北市信義區三張里,綠黨,8,180,3.06%
臺北市信義區三張里,親民黨,9,367,6.24%
臺北市信義區三張里,中華民國臺灣基本法連線,10,9,0.15%
臺北市信義區三張里,台灣主義黨,11,7,0.11%
臺北市信義區三犁里,台灣國民會議,1,30,0.91%
臺北市信義區三犁里,人民最大黨,2,17,0.51%
臺北市信義區三犁里,民主進步黨,3,822,24.98%
臺北市信義區三犁里,台灣團結聯盟,4,202,6.13%
臺北市信義區三犁里,中國國民黨,5,1698,51.61%
臺北市信義區三犁里,新黨,6,190,5.77%
臺北市信義區三犁里,健保免費連線,7,21,0.63%
臺北市信義區三犁里,綠黨,8,113,3.43%
臺北市信義區三犁里,親民黨,9,193,5.86%
臺北市信義區三犁里,中華民國臺灣基本法連線,10,2,0.06%
臺北市信義區三犁里,台灣主義黨,11,2,0.06%
臺北市信義區六合里,台灣國民會議,1,46,1.05%
臺北市信義區六合里,人民最大黨,2,10,0.23%
臺北市信義區六合里,民主進步黨,3,894,20.58%
臺北市信義區六合里,台灣團結聯盟,4,251,5.77%
臺北市信義區六合里,中國國民黨,5,2409,55.46%
